99030,1220,Аксесуари до квадрокоптера
99082,1220,FPV
99078,1220,Аксесуари для БПЛА
1810,1220,Комплектуючі для БПЛА
99100,1220,Пульти керування БПЛА
1724,0,Міні АТС
342,1724,Аналогові міні-АТС
343,1724,Системні телефони
161,1724,Цифрові міні-АТС
344,1724,Консолі
345,1724,Опції
99073,1724,Програмне забезпечення
1725,0,Обладнання для дезинфекції
1726,1725,Дозуючі конструкції для дезінфекції
12,0,Пасивне мережеве обладнання
202,12,Аксесуари до монтажного обладнання
99040,12,Блоки живлення (PDU)
210,12,Інструменти і прилади
99043,12,"Конструктиви для підлоги, люки"
200,12,Монтажні шафи і стійки
205,12,Патч-панелі телекомунікаційні
1671,12,"Роз'єми, з'єднувачі"
1672,12,Системи моніторингу
99045,12,Стяжки і маркування
1500,0,Персональна медична техніка
1501,1500,Тонометри
1502,1500,Термометри
1503,1500,Інгалятори
99049,1500,Аксесуари для тонометрів
99048,1500,Аксесуари для інгалятора
99067,0,Планшети
216,99067,Планшети
1280,0,Пристрої ''розумний будинок''
1282,1280,Розумні Wi-Fi лампи
1283,1280,Розумні Wi-Fi розетки
1281,1280,Хмарні Wi-Fi камери
1788,1280,Роботи-пилососи
1795,1280,Розумні датчики
1796,1280,Розумні перемикачі
1797,1280,Розумні термостати
1798,1280,Розумні хаби
1673,0,"Розетки, вимикачі"
1674,1673,Інформаційні
1675,1673,Силові
1676,1673,Фурнітура
10,0,Серверне обладнання
175,10,Сервери
186,10,Процесори для серверів
1706,10,Диски для серверів
1709,10,Модулі пам'яті для сервера
1667,10,Інтерфейсна карта
181,10,Програмне забезпечення
179,10,Контролери
183,10,Опції
1707,10,Сервіс для сервера
380,0,Системи відеонагляду
1684,380,Відеосервер
743,380,Мережеві IP-відеореєстратори
744,380,Комутатори
761,380,Мережеві IP-відеокамери
1120,380,Комплекти відеоспостереження
741,380,Аналогові відеореєстратори
760,380,Аналогові відеокамери
762,380,Аксесуари
99006,0,Системи зберігання даних
99052,99006,Системи зберігання даних
99054,99006,Бекап
99055,99006,Диски
99053,99006,Контролери
99056,99006,Опції
99057,99006,Програмне забезпечення
99058,99006,Сервіс
99068,0,Сканери
135,99068,Сканери
136,99068,Опції для сканерів
7,0,Телевізори
144,7,Телевізори
1815,7,Аксесуари для телевізорів
1816,7,Пульти дистанційного керування
8,0,Телефони стаціонарного зв'язку
99074,8,SIP-телефони
158,8,Радіотелефони DECT
157,8,Телефони дротові
341,8,Аксесуари для телефонів стаціонарного зв'язку
1708,0,Товари для офісу
1697,1708,Шредери
1723,1708,Ламінатори
99009,0,Факси
159,99009,Факси
4,0,"Фото-, відеотехніка"
127,4,Фотоапарати
126,4,Відеокамери
128,4,Об'єктиви
129,4,"Аксесуари для фото-, відеотехніки"
1792,4,Студійні стійки
6,0,Джерела безперебійного живлення
139,6,ДБЖ для комп'ютерів
1260,6,ДБЖ серверні
141,6,Мережеві фільтри
142,6,Опції для ДБЖ
140,6,Стабілізатори
99019,6,ДБЖ батареї
940,0,Освітлення
941,940,Світлодіодні лампи
1752,940,Ліхтарі
1753,940,Настільні лампи
1440,0,Автоелектроніка
1600,1440,Автомобільні мультимедійні системи
680,1440,Автомобільні відеореєстратори
1690,1440,Автомобільні паркувальні системи
1728,1440,Електроприводи багажника
1729,1440,Автомобільні навігатори
1734,1440,Професійні GPS-трекери
1691,1440,Автоелектроніка інше
1812,1440,Автомобільні насоси
99094,1440,Навігатори туристичні
99140,1440,Пускозарядні пристрої
99001,0,Аксесуари для смартфонів та планшетів
1401,99001,Чохли для планшетів
1341,99001,Чохли для смартфонів
1400,99001,Скло для планшетів
1340,99001,Скло для смартфонів
1692,99001,Інші аксесуари для смартфонів планшетів
99003,0,"Аксесуари для ТВ, проекторів, Аудіо-, Відеотехніки"
99010,99003,Кабель
152,99003,Кріплення для візуальних систем
1300,99003,Кріплення для проекторів
99013,99003,Кабель USB
99012,99003,Сплітери
99011,99003,Перехідники
1789,99003,Столи для проекторів
99002,0,Аксесуари до ноутбуків
104,99002,Сумки і рюкзаки для ноутбуків
105,99002,Док-станції
1693,99002,Підставки для ноутбуків
107,99002,Блоки живлення
1700,99002,"Концентратори, HUB"
1732,99002,Чистячі засоби для екранів та офісної техніки
1699,99002,Аксесуари до ноутбуків інші
1420,0,"Компоненти VR, AR"
1421,1420,3D і VR окуляри
880,0,Краса і здоров'я
883,880,Фени
882,880,Випрямлячі для волосся
886,880,Прилади для манікюру
1804,880,Прилади для педикюру
1688,880,Масажери
885,880,Епілятори
888,880,Іонні вапоризатори для обличчя
853,880,Електробритви
854,880,Триммери
881,880,Машинки для стрижки
887,880,Жіночі станки для гоління
884,880,Пристрої для підкрутки вій
1805,880,Плойки і стайлери
1240,0,Меблі
1241,1240,Крісла геймерські
1703,1240,Столи геймерскі
1733,1240,Крісла офісні
840,0,Техніка для кухні
848,840,Блендери
99021,840,Кавомолки
842,840,Чайники
1000,840,Ваги кухонні
1100,840,Ваги підлогові
1200,840,Настільні плити
1582,840,Міні печі
846,840,Міксери
1020,840,Гриль
1689,840,Яйцеварки
1581,840,Скиборізки
99020,840,Електромлини
1040,840,Сушарки для овочів і фруктів
845,840,"Вафельниці, бутербродниці"
847,840,Соковижималки
900,840,Кавоварки
849,840,Термопоти
844,840,Хлібопічки
843,840,Мультиварки
850,840,М'ясорубки
841,840,Мікрохвильові печі
852,840,Зубні щітки
1814,840,Вакууматори
1778,840,Кухонні комбайни
1790,840,Побутові фільтри для води
1806,840,Тостери
1791,840,Фритюрниці
99005,0,ЦОД інфраструктура 
99023,99005,ДБЖ 3х фазні ЦОД
99024,99005,Устаткування для контейнеризації ЦОД
99025,99005,Зап. частини ДБЖ і кондиціонерів
99026,99005,Моніторинг і ПО для ЦОД
99027,99005,Опції для систем охолодження ЦОД
99028,99005,Сертифікати та послуги для ДБЖ і кондиціонерів
99029,99005,Системи охолодження для ЦОД
1765,0,Електрогенератори
1766,1765,Генератори
1741,0,Електротранспорт
1799,1741,Електровелосипеди
1742,1741,Електросамокати
1794,1741,Зарядні станції для електромобілів
1761,0,Інвертори
1764,1761,Акумуляторні батареї
1763,1761,Інвертори автомобільні
1762,1761,Інвертори з зовнішнім зарядним пристроєм
99076,0,Інтерактивні іграшки
99075,99076,Робототехніка
1756,0,Кліматична техніка
1695,1756,Очищувачі повітря
1755,1756,Вентилятори
1807,1756,Зволожувачі повітря
1808,1756,Конвекторні обігрівачі
1757,1756,Тепловентилятори
99008,0,Товари для дітей
99066,99008,"Радіо-, відеоняні"
1776,99008,Ваги для новонародженних
1777,99008,Молоковідсмоктувачі
1775,99008,Підігрівачі дитячих пляшечок
1800,0,Товари для дому
851,1800,Праски
1696,1800,Парасольки
1698,1800,Машинки для катишків
1801,1800,Ваги для багажу
1809,1800,Відпарювачі
1758,1800,Електротекстиль
1759,1800,Захист від комах
1802,1800,Настінні годинники
1813,1800,Портативні пилососи
1803,1800,Швабри
701,0,Елементи живлення
1480,701,Універсальні мобільні батареї
706,701,Зарядні пристрої
705,701,Акумулятори
703,701,Батарейки
1760,701,Портативні зарядні станції
963,0,3D принтери і сканери
964,963,3D принтери
965,963,3D сканери
99004,0,"Аудіо-, Відеотехніка"
320,99004,Домашні кінотеатри
154,99004,Медіаплеєри HD
360,99004,Музичні центри
155,99004,"Плеєри DVD, Blu-ray"
781,0,Велика побутова техніка
921,781,Пилососи
920,781,Пральні машини
782,781,Холодильники
1360,0,Екшн-камери
1361,1360,Екшн-камери
1380,1360,Аксесуари до екшн-камер
420,0,Маркетингові матеріали
421,420,Каталоги і друкована продукція
1701,420,Маркетингові матеріали
422,420,Муляжі
440,420,Рекламні матеріали
423,420,Рекламні стенди
980,0,Поновлювані джерела енергії
1180,980,Інвертори
981,980,Сонячні системи нагріву води
1080,980,Фотоелектричні панелі
99050,980,Монтаж і Кріплення
99007,0,Смарт-пристрої
99059,99007,Браслети
99060,99007,Розумні годинники
