root,basecat,subcat,EN,@
0,1280,1282,Розумні Wi-Fi лампи
0,1280,1283,Розумні Wi-Fi розетки
0,1280,1281,Хмарні Wi-Fi камери
0,1280,1788,Роботи-пилососи
0,1280,1795,Розумні датчики
0,1280,1796,Розумні перемикачі
0,1280,1797,Розумні термостати
0,1280,1798,Розумні хаби
0,0,1673,"Розетки, вимикачі"
0,1673,1674,Інформаційні
0,1673,1675,Силові
0,1673,1676,Фурнітура
0,0,10,Серверне обладнання
0,10,175,Сервери
0,10,186,Процесори для серверів
0,10,1706,Диски для серверів
0,10,1709,Модулі пам'яті для сервера
0,10,1667,Інтерфейсна карта
0,10,181,Програмне забезпечення
0,10,179,Контролери
0,10,183,Опції
0,10,1707,Сервіс для сервера
0,0,380,Системи відеонагляду
0,380,1684,Відеосервер
0,380,743,Мережеві IP-відеореєстратори
0,380,744,Комутатори
0,380,761,Мережеві IP-відеокамери
0,380,1120,Комплекти відеоспостереження
0,380,741,Аналогові відеореєстратори
0,380,760,Аналогові відеокамери
0,380,762,Аксесуари
0,0,99006,Системи зберігання даних
0,99006,99052,Системи зберігання даних
0,99006,99054,Бекап
0,99006,99055,Диски
0,99006,99053,Контролери
0,99006,99056,Опції
0,99006,99057,Програмне забезпечення
0,99006,99058,Сервіс
0,0,99068,Сканери
0,99068,135,Сканери
0,99068,136,Опції для сканерів
0,0,7,Телевізори
0,7,144,Телевізори
0,7,1815,Аксесуари для телевізорів
0,7,1816,Пульти дистанційного керування
0,0,8,Телефони стаціонарного зв'язку
0,8,99074,SIP-телефони
0,8,158,Радіотелефони DECT
0,8,157,Телефони дротові
0,8,341,Аксесуари для телефонів стаціонарного зв'язку
0,0,1708,Товари для офісу
0,1708,1697,Шредери
0,1708,1723,Ламінатори
0,0,99009,Факси
0,99009,159,Факси
0,0,4,"Фото-, відеотехніка"
0,4,127,Фотоапарати
0,4,126,Відеокамери
0,4,128,Об'єктиви
0,4,129,"Аксесуари для фото-, відеотехніки"
0,4,1792,Студійні стійки
0,0,6,Джерела безперебійного живлення
0,6,139,ДБЖ для комп'ютерів
0,6,1260,ДБЖ серверні
0,6,141,Мережеві фільтри
0,6,142,Опції для ДБЖ
0,6,140,Стабілізатори
0,6,99019,ДБЖ батареї
0,0,940,Освітлення
0,940,941,Світлодіодні лампи
0,940,1752,Ліхтарі
0,940,1753,Настільні лампи
0,0,1440,Автоелектроніка
0,1440,1600,Автомобільні мультимедійні системи
0,1440,680,Автомобільні відеореєстратори
0,1440,1690,Автомобільні паркувальні системи
0,1440,1728,Електроприводи багажника
0,1440,1729,Автомобільні навігатори
0,1440,1734,Професійні GPS-трекери
0,1440,1691,Автоелектроніка інше
0,1440,1812,Автомобільні насоси
0,1440,99094,Навігатори туристичні
0,1440,99140,Пускозарядні пристрої
0,0,99001,Аксесуари для смартфонів та планшетів
0,99001,1401,Чохли для планшетів
0,99001,1341,Чохли для смартфонів
0,99001,1400,Скло для планшетів
0,99001,1340,Скло для смартфонів
0,99001,1692,Інші аксесуари для смартфонів планшетів
0,0,99003,"Аксесуари для ТВ, проекторів, Аудіо-, Відеотехніки"
0,99003,99010,Кабель
0,99003,152,Кріплення для візуальних систем
0,99003,1300,Кріплення для проекторів
0,99003,99013,Кабель USB
0,99003,99012,Сплітери
0,99003,99011,Перехідники
0,99003,1789,Столи для проекторів
0,0,99002,Аксесуари до ноутбуків
0,99002,104,Сумки і рюкзаки для ноутбуків
0,99002,105,Док-станції
0,99002,1693,Підставки для ноутбуків
0,99002,107,Блоки живлення
0,99002,1700,"Концентратори, HUB"
0,99002,1732,Чистячі засоби для екранів та офісної техніки
0,99002,1699,Аксесуари до ноутбуків інші
0,0,1420,"Компоненти VR, AR"
0,1420,1421,3D і VR окуляри
0,0,880,Краса і здоров'я
0,880,883,Фени
0,880,882,Випрямлячі для волосся
0,880,886,Прилади для манікюру
0,880,1804,Прилади для педикюру
0,880,1688,Масажери
0,880,885,Епілятори
0,880,888,Іонні вапоризатори для обличчя
0,880,853,Електробритви
0,880,854,Триммери
0,880,881,Машинки для стрижки
0,880,887,Жіночі станки для гоління
0,880,884,Пристрої для підкрутки вій
0,880,1805,Плойки і стайлери
0,0,1240,Меблі
0,1240,1241,Крісла геймерські
0,1240,1703,Столи геймерскі
0,1240,1733,Крісла офісні
0,0,840,Техніка для кухні
0,840,848,Блендери
0,840,99021,Кавомолки
0,840,842,Чайники
0,840,1000,Ваги кухонні
0,840,1100,Ваги підлогові
0,840,1200,Настільні плити
0,840,1582,Міні печі
0,840,846,Міксери
0,840,1020,Гриль
0,840,1689,Яйцеварки
0,840,1581,Скиборізки
0,840,99020,Електромлини
0,840,1040,Сушарки для овочів і фруктів
0,840,845,"Вафельниці, бутербродниці"
0,840,847,Соковижималки
0,840,900,Кавоварки
0,840,849,Термопоти
0,840,844,Хлібопічки
0,840,843,Мультиварки
0,840,850,М'ясорубки
0,840,841,Мікрохвильові печі
0,840,852,Зубні щітки
0,840,1814,Вакууматори
0,840,1778,Кухонні комбайни
0,840,1790,Побутові фільтри для води
0,840,1806,Тостери
0,840,1791,Фритюрниці
0,0,99005,ЦОД інфраструктура 
0,99005,99023,ДБЖ 3х фазні ЦОД
0,99005,99024,Устаткування для контейнеризації ЦОД
0,99005,99025,Зап. частини ДБЖ і кондиціонерів
0,99005,99026,Моніторинг і ПО для ЦОД
0,99005,99027,Опції для систем охолодження ЦОД
0,99005,99028,Сертифікати та послуги для ДБЖ і кондиціонерів
0,99005,99029,Системи охолодження для ЦОД
0,0,1765,Електрогенератори
0,1765,1766,Генератори
0,0,1741,Електротранспорт
0,1741,1799,Електровелосипеди
0,1741,1742,Електросамокати
0,1741,1794,Зарядні станції для електромобілів
0,0,1761,Інвертори
0,1761,1764,Акумуляторні батареї
0,1761,1763,Інвертори автомобільні
0,1761,1762,Інвертори з зовнішнім зарядним пристроєм
0,0,99076,Інтерактивні іграшки
0,99076,99075,Робототехніка
0,0,1756,Кліматична техніка
0,1756,1695,Очищувачі повітря
0,1756,1755,Вентилятори
0,1756,1807,Зволожувачі повітря
0,1756,1808,Конвекторні обігрівачі
0,1756,1757,Тепловентилятори
0,0,99008,Товари для дітей
0,99008,99066,"Радіо-, відеоняні"
0,99008,1776,Ваги для новонародженних
0,99008,1777,Молоковідсмоктувачі
0,99008,1775,Підігрівачі дитячих пляшечок
0,0,1800,Товари для дому
0,1800,851,Праски
0,1800,1696,Парасольки
0,1800,1698,Машинки для катишків
0,1800,1801,Ваги для багажу
0,1800,1809,Відпарювачі
0,1800,1758,Електротекстиль
0,1800,1759,Захист від комах
0,1800,1802,Настінні годинники
0,1800,1813,Портативні пилососи
0,1800,1803,Швабри
0,0,701,Елементи живлення
0,701,1480,Універсальні мобільні батареї
0,701,706,Зарядні пристрої
0,701,705,Акумулятори
0,701,703,Батарейки
0,701,1760,Портативні зарядні станції
0,0,963,3D принтери і сканери
0,963,964,3D принтери
0,963,965,3D сканери
0,0,99004,"Аудіо-, Відеотехніка"
0,99004,320,Домашні кінотеатри
0,99004,154,Медіаплеєри HD
0,99004,360,Музичні центри
0,99004,155,"Плеєри DVD, Blu-ray"
0,0,781,Велика побутова техніка
0,781,921,Пилососи
0,781,920,Пральні машини
0,781,782,Холодильники
0,0,1360,Екшн-камери
0,1360,1361,Екшн-камери
0,1360,1380,Аксесуари до екшн-камер
0,0,420,Маркетингові матеріали
0,420,421,Каталоги і друкована продукція
0,420,1701,Маркетингові матеріали
0,420,422,Муляжі
0,420,440,Рекламні матеріали
0,420,423,Рекламні стенди
0,0,980,Поновлювані джерела енергії
0,980,1180,Інвертори
0,980,981,Сонячні системи нагріву води
0,980,1080,Фотоелектричні панелі
0,980,99050,Монтаж і Кріплення
0,0,99007,Смарт-пристрої
0,99007,99059,Браслети
0,99007,99060,Розумні годинники
