1440,1812,Автомобільні насоси
1440,99094,Навігатори туристичні
1440,99140,Пускозарядні пристрої
0,99001,Аксесуари для смартфонів та планшетів
99001,1401,Чохли для планшетів
99001,1341,Чохли для смартфонів
99001,1400,Скло для планшетів
99001,1340,Скло для смартфонів
99001,1692,Інші аксесуари для смартфонів планшетів
0,99003,"Аксесуари для ТВ, проекторів, Аудіо-, Відеотехніки"
99003,99010,Кабель
99003,152,Кріплення для візуальних систем
99003,1300,Кріплення для проекторів
99003,99013,Кабель USB
99003,99012,Сплітери
99003,99011,Перехідники
99003,1789,Столи для проекторів
0,99002,Аксесуари до ноутбуків
99002,104,Сумки і рюкзаки для ноутбуків
99002,105,Док-станції
99002,1693,Підставки для ноутбуків
99002,107,Блоки живлення
99002,1700,"Концентратори, HUB"
99002,1732,Чистячі засоби для екранів та офісної техніки
99002,1699,Аксесуари до ноутбуків інші
0,1420,"Компоненти VR, AR"
1420,1421,3D і VR окуляри
0,880,Краса і здоров'я
880,883,Фени
880,882,Випрямлячі для волосся
880,886,Прилади для манікюру
880,1804,Прилади для педикюру
880,1688,Масажери
880,885,Епілятори
880,888,Іонні вапоризатори для обличчя
880,853,Електробритви
880,854,Триммери
880,881,Машинки для стрижки
880,887,Жіночі станки для гоління
880,884,Пристрої для підкрутки вій
880,1805,Плойки і стайлери
0,1240,Меблі
1240,1241,Крісла геймерські
1240,1703,Столи геймерскі
1240,1733,Крісла офісні
0,840,Техніка для кухні
840,848,Блендери
840,99021,Кавомолки
840,842,Чайники
840,1000,Ваги кухонні
840,1100,Ваги підлогові
840,1200,Настільні плити
840,1582,Міні печі
840,846,Міксери
840,1020,Гриль
840,1689,Яйцеварки
840,1581,Скиборізки
840,99020,Електромлини
840,1040,Сушарки для овочів і фруктів
840,845,"Вафельниці, бутербродниці"
840,847,Соковижималки
840,900,Кавоварки
840,849,Термопоти
840,844,Хлібопічки
840,843,Мультиварки
840,850,М'ясорубки
840,841,Мікрохвильові печі
840,852,Зубні щітки
840,1814,Вакууматори
840,1778,Кухонні комбайни
840,1790,Побутові фільтри для води
840,1806,Тостери
840,1791,Фритюрниці
0,99005,ЦОД інфраструктура 
99005,99023,ДБЖ 3х фазні ЦОД
99005,99024,Устаткування для контейнеризації ЦОД
99005,99025,Зап. частини ДБЖ і кондиціонерів
99005,99026,Моніторинг і ПО для ЦОД
99005,99027,Опції для систем охолодження ЦОД
99005,99028,Сертифікати та послуги для ДБЖ і кондиціонерів
99005,99029,Системи охолодження для ЦОД
0,1765,Електрогенератори
1765,1766,Генератори
0,1741,Електротранспорт
1741,1799,Електровелосипеди
1741,1742,Електросамокати
1741,1794,Зарядні станції для електромобілів
0,1761,Інвертори
1761,1764,Акумуляторні батареї
1761,1763,Інвертори автомобільні
1761,1762,Інвертори з зовнішнім зарядним пристроєм
0,99076,Інтерактивні іграшки
99076,99075,Робототехніка
0,1756,Кліматична техніка
1756,1695,Очищувачі повітря
1756,1755,Вентилятори
1756,1807,Зволожувачі повітря
1756,1808,Конвекторні обігрівачі
1756,1757,Тепловентилятори
0,99008,Товари для дітей
99008,99066,"Радіо-, відеоняні"
99008,1776,Ваги для новонародженних
99008,1777,Молоковідсмоктувачі
99008,1775,Підігрівачі дитячих пляшечок
0,1800,Товари для дому
1800,851,Праски
1800,1696,Парасольки
1800,1698,Машинки для катишків
1800,1801,Ваги для багажу
1800,1809,Відпарювачі
1800,1758,Електротекстиль
1800,1759,Захист від комах
1800,1802,Настінні годинники
1800,1813,Портативні пилососи
1800,1803,Швабри
0,701,Елементи живлення
701,1480,Універсальні мобільні батареї
701,706,Зарядні пристрої
701,705,Акумулятори
701,703,Батарейки
701,1760,Портативні зарядні станції
0,963,3D принтери і сканери
963,964,3D принтери
963,965,3D сканери
0,99004,"Аудіо-, Відеотехніка"
99004,320,Домашні кінотеатри
99004,154,Медіаплеєри HD
99004,360,Музичні центри
99004,155,"Плеєри DVD, Blu-ray"
0,781,Велика побутова техніка
781,921,Пилососи
781,920,Пральні машини
781,782,Холодильники
0,1360,Екшн-камери
1360,1361,Екшн-камери
1360,1380,Аксесуари до екшн-камер
0,420,Маркетингові матеріали
420,421,Каталоги і друкована продукція
420,1701,Маркетингові матеріали
420,422,Муляжі
420,440,Рекламні матеріали
420,423,Рекламні стенди
0,980,Поновлювані джерела енергії
980,1180,Інвертори
980,981,Сонячні системи нагріву води
980,1080,Фотоелектричні панелі
980,99050,Монтаж і Кріплення
0,99007,Смарт-пристрої
99007,99059,Браслети
99007,99060,Розумні годинники
